5187617140164083|04|2024|186
5187617140360475|04|2024|465
5187617140774014|04|2024|754
5187617140625224|04|2024|083
5187617140181160|04|2024|105
5187617140441440|04|2024|288
5187617140741682|04|2024|712
5187617140202131|04|2024|225
5187617140675773|04|2024|116
5187617140272142|04|2024|885
5187617140083184|04|2024|466
5187617140258117|04|2024|112
5187617145448382|04|2024|527
5187617145445164|04|2024|118
5187617145425380|04|2024|006
5187617145403734|04|2024|014
5187617145425265|04|2024|046
5187617145488180|04|2024|515
5187617145455783|04|2024|845
5187617145413741|04|2024|271
5187617145448762|04|2024|748
5187617145460767|04|2024|803
5187617145453812|04|2024|725
5187617145428046|04|2024|183
5187617145417585|04|2024|708
5187617145442344|04|2024|334
5187617145486077|04|2024|235
5187617145476375|04|2024|441
5187617145447228|04|2024|764
5187617145466822|04|2024|873
5187617145401688|04|2024|505
5187617145470345|04|2024|686
5187617145463225|04|2024|342
5187617145402454|04|2024|763
5187617145483215|04|2024|853
5187617145444654|04|2024|035
5187617145432766|04|2024|508
5187617145411315|04|2024|768
5187617145432667|04|2024|642
5187617145488586|04|2024|641
5187617145404104|04|2024|073
5187617145431222|04|2024|117
5187617145440413|04|2024|276
5187617145440488|04|2024|537
5187617145415464|04|2024|133
5187617145471780|04|2024|036
5187617145441361|04|2024|237
5187617145428806|04|2024|584
5187617145426370|04|2024|847
5187617145472481|04|2024|818
5187617145464843|04|2024|284
5187617145486358|04|2024|136
5187617145455767|04|2024|523
5187617145464280|04|2024|532
5187617145487141|04|2024|636
5187617145471871|04|2024|371
5187617145481631|04|2024|617
5187617145486606|04|2024|315
5187617145461211|04|2024|868
5187617145466780|04|2024|551
5187617145405804|04|2024|744
5187617145475013|04|2024|538
5187617145466657|04|2024|827
5187617145420670|04|2024|125
5187617145473265|04|2024|814
5187617145436254|04|2024|516
5187617145457045|04|2024|541
5187617145478736|04|2024|262
5187617145474727|04|2024|565
5187617145401548|04|2024|053
5187617145464165|04|2024|181
5187617145460502|04|2024|116
5187617145480401|04|2024|552
5187617145453077|04|2024|260
5187617145460411|04|2024|411
5187617145470204|04|2024|281
5187617145487455|04|2024|471
5187617145474842|04|2024|026
5187617145478488|04|2024|114
5187617145442278|04|2024|671
5187617145484551|04|2024|734
5187617145484684|04|2024|531
5187617145447608|04|2024|462
5187617145400615|04|2024|565
5187617145431271|04|2024|080
5187617145422668|04|2024|135
